VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,trip_duration
1,2017-03-10 14:32:02,2017-03-10 14:37:22,1,1.2872,1,N,79,107,1,5.5,0.0,0.5,2.0,0.0,0.3,8.3,5.333333333333333
2,2017-03-10 14:32:02,2017-03-10 14:53:36,1,4.843089999999999,1,N,234,237,1,15.5,0.0,0.5,0.7,0.0,0.3,17.0,21.566666666666666
1,2017-03-10 14:32:03,2017-03-10 14:34:11,1,0.16090000000000002,5,N,107,107,3,9.8,0.0,0.0,0.0,0.0,0.3,10.1,2.1333333333333333
1,2017-03-10 14:32:03,2017-03-10 14:38:23,1,0.8045,1,N,100,170,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,6.333333333333332
2,2017-03-10 14:32:03,2017-03-10 14:44:59,1,3.5880699999999996,1,N,261,234,1,10.5,0.0,0.5,2.82,0.0,0.3,14.12,12.933333333333335
2,2017-03-10 14:32:03,2017-03-10 14:57:59,3,14.834980000000002,1,N,138,140,1,29.0,0.0,0.5,5.0,5.54,0.3,40.34,25.93333333333333
2,2017-03-10 14:32:03,2017-03-10 14:50:36,6,4.08686,1,N,143,43,1,14.0,0.0,0.5,2.22,0.0,0.3,17.02,18.55
2,2017-03-10 14:32:03,2017-03-10 14:44:40,1,2.65485,1,N,246,161,1,10.0,0.0,0.5,1.62,0.0,0.3,12.42,12.616666666666667
2,2017-03-10 14:32:03,2017-03-10 14:58:10,1,5.5188700000000015,1,N,229,158,1,17.5,0.0,0.5,3.66,0.0,0.3,21.96,26.11666666666667
2,2017-03-10 14:32:03,2017-03-10 14:37:44,1,1.7859900000000002,1,N,237,262,1,6.0,0.0,0.5,1.02,0.0,0.3,7.82,5.683333333333334
2,2017-03-10 14:32:03,2017-03-10 14:40:18,1,2.02734,1,N,43,237,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,8.250000000000002
1,2017-03-10 14:32:04,2017-03-10 14:46:39,1,2.5744,1,N,161,237,1,11.0,0.0,0.5,1.77,0.0,0.3,13.57,14.583333333333336
1,2017-03-10 14:32:04,2017-03-10 14:37:18,1,0.9654,1,N,238,239,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,5.233333333333333
1,2017-03-10 14:32:04,2017-03-10 14:39:31,1,1.4481,1,N,142,142,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,7.45
2,2017-03-10 14:32:04,2017-03-10 15:19:29,1,30.81235,2,N,132,4,1,52.0,0.0,0.5,15.0,5.54,0.3,73.34,47.41666666666666
2,2017-03-10 14:32:04,2017-03-10 14:38:37,1,0.93322,1,N,161,161,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,6.55
2,2017-03-10 14:32:04,2017-03-10 14:38:16,1,1.15848,1,N,137,137,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,6.2
2,2017-03-10 14:32:04,2017-03-10 14:42:55,5,2.70312,1,N,186,50,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,10.85
2,2017-03-10 14:32:04,2017-03-10 14:38:49,6,2.3491400000000002,1,N,239,236,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,6.75
1,2017-03-10 14:32:05,2017-03-10 14:36:26,1,1.2872,1,N,114,113,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95,4.35
1,2017-03-10 14:32:05,2017-03-10 15:08:30,1,9.8149,1,N,87,225,1,26.0,0.0,0.5,5.35,0.0,0.3,32.15,36.41666666666666
1,2017-03-10 14:32:05,2017-03-10 14:46:04,2,3.3789,1,N,144,107,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,13.983333333333333
2,2017-03-10 14:32:05,2017-03-10 14:33:40,1,0.35398,1,N,163,162,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,1.5833333333333333
2,2017-03-10 14:32:05,2017-03-10 14:40:53,1,1.01367,1,N,161,164,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,8.8
2,2017-03-10 14:32:05,2017-03-10 14:38:53,1,1.2872,1,N,13,261,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,6.8
1,2017-03-10 14:32:06,2017-03-10 14:40:00,1,1.7699,1,N,162,237,1,7.0,0.0,0.5,1.5,0.0,0.3,9.3,7.900000000000001
1,2017-03-10 14:32:06,2017-03-10 15:14:44,1,19.308,1,N,68,138,1,40.0,0.0,0.5,8.15,0.0,0.3,48.95,42.63333333333333
2,2017-03-10 14:32:06,2017-03-10 14:55:11,5,10.60331,1,N,237,144,1,23.0,0.0,0.5,4.76,0.0,0.3,28.56,23.08333333333333
2,2017-03-10 14:32:06,2017-03-10 14:41:06,1,1.0619399999999999,1,N,48,161,1,6.5,0.0,0.5,3.5,0.0,0.3,10.8,9.0
2,2017-03-10 14:32:06,2017-03-10 14:52:33,5,5.921119999999999,1,N,209,255,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76,20.45
2,2017-03-10 14:32:06,2017-03-10 14:42:19,1,2.39741,1,N,143,162,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,10.216666666666667
1,2017-03-10 14:32:07,2017-03-10 14:44:20,1,2.4135,1,N,164,90,1,9.5,0.0,0.5,1.0,0.0,0.3,11.3,12.216666666666667
1,2017-03-10 14:32:07,2017-03-10 14:41:31,1,2.0917,1,N,142,238,1,8.0,0.0,0.5,2.6,0.0,0.3,11.4,9.4
2,2017-03-10 14:32:07,2017-03-10 14:45:27,1,1.36765,1,N,140,237,1,9.0,0.0,0.5,1.47,0.0,0.3,11.27,13.333333333333336
2,2017-03-10 14:32:07,2017-03-10 14:45:02,1,2.30087,1,N,163,170,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,12.916666666666664
2,2017-03-10 14:32:07,2017-03-10 15:23:16,2,30.20093,2,N,132,48,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,51.15
2,2017-03-10 14:32:07,2017-03-10 14:35:00,5,0.9654,1,N,90,90,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,2.8833333333333333
1,2017-03-10 14:32:08,2017-03-10 15:04:21,4,18.5035,1,N,138,161,1,36.0,0.0,0.5,15.0,5.54,0.3,57.34,32.21666666666667
1,2017-03-10 14:32:08,2017-03-10 14:57:57,2,4.9879,1,N,239,233,1,17.5,0.0,0.5,3.65,0.0,0.3,21.95,25.816666666666666
2,2017-03-10 14:32:08,2017-03-10 14:54:16,1,3.76506,1,N,68,229,1,15.0,0.0,0.5,2.5,0.0,0.3,18.3,22.13333333333333
2,2017-03-10 14:32:08,2017-03-10 14:37:18,1,0.88495,1,N,237,162,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,5.166666666666667
2,2017-03-10 14:32:08,2017-03-10 14:39:22,6,1.59291,1,N,238,239,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,7.2333333333333325
1,2017-03-10 14:32:09,2017-03-10 14:36:05,2,0.4827,1,N,90,90,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,3.9333333333333336
1,2017-03-10 14:32:09,2017-03-10 14:38:52,1,1.2872,1,N,234,170,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,6.716666666666668
1,2017-03-10 14:32:10,2017-03-10 14:38:41,1,1.609,1,N,137,79,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,6.5166666666666675
2,2017-03-10 14:32:10,2017-03-10 14:35:51,1,1.09412,1,N,113,107,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,3.683333333333333
2,2017-03-10 14:32:10,2017-03-10 14:48:14,6,2.20433,1,N,161,186,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3,16.06666666666667
2,2017-03-10 14:32:10,2017-03-10 14:43:57,1,2.10779,1,N,234,100,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,11.783333333333333
2,2017-03-10 14:32:10,2017-03-10 14:41:49,1,1.85035,1,N,170,163,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,9.65
1,2017-03-10 14:32:11,2017-03-10 14:57:58,1,14.6419,1,N,125,14,1,28.0,0.0,0.5,10.0,0.0,0.3,38.8,25.78333333333333
1,2017-03-10 14:32:11,2017-03-10 14:37:03,1,0.9654,1,N,95,95,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,4.866666666666666
2,2017-03-10 14:32:11,2017-03-10 14:55:39,2,9.50919,1,N,239,144,1,22.0,0.0,0.5,4.56,0.0,0.3,27.36,23.466666666666665
2,2017-03-10 14:32:11,2017-03-10 14:34:44,6,0.90104,1,N,7,146,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,2.55
1,2017-03-10 14:32:12,2017-03-10 14:50:58,1,5.1488000000000005,1,N,140,234,1,16.0,0.0,0.5,1.0,0.0,0.3,17.8,18.766666666666666
1,2017-03-10 14:32:12,2017-03-10 14:43:09,1,1.4481,1,N,161,163,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8,10.95
1,2017-03-10 14:32:12,2017-03-10 14:33:57,1,0.32180000000000003,1,N,236,263,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,1.75
1,2017-03-10 14:32:12,2017-03-10 14:48:04,2,3.5398,1,N,142,236,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35,15.866666666666667
2,2017-03-10 14:32:12,2017-03-10 14:51:17,2,12.00314,1,N,236,88,1,23.5,0.0,0.5,4.86,0.0,0.3,29.16,19.08333333333333
2,2017-03-10 14:32:12,2017-03-10 14:44:21,1,2.23651,1,N,186,48,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,12.15
2,2017-03-10 14:32:12,2017-03-10 14:47:13,1,3.2823599999999997,1,N,113,230,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16,15.016666666666667
2,2017-03-10 14:32:12,2017-03-10 14:39:26,2,1.57682,1,N,163,233,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,7.2333333333333325
1,2017-03-10 14:32:13,2017-03-10 14:52:39,1,5.3096999999999985,1,N,237,151,1,15.5,0.0,0.5,1.0,0.0,0.3,17.3,20.433333333333334
1,2017-03-10 14:32:13,2017-03-10 14:34:59,1,1.4481,1,N,237,236,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35,2.7666666666666666
1,2017-03-10 14:32:13,2017-03-10 14:36:39,1,0.8045,1,N,238,151,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,4.433333333333334
1,2017-03-10 14:32:13,2017-03-10 15:03:51,1,10.2976,1,N,144,263,1,24.5,0.0,0.5,5.05,0.0,0.3,30.35,31.633333333333336
1,2017-03-10 14:32:13,2017-03-10 15:09:35,1,32.340900000000005,3,N,230,1,1,73.5,0.0,0.0,22.25,15.35,0.3,111.4,37.36666666666667
2,2017-03-10 14:32:13,2017-03-10 14:53:01,2,6.38773,1,N,261,48,1,17.0,0.0,0.5,3.56,0.0,0.3,21.36,20.8
2,2017-03-10 14:32:13,2017-03-10 14:40:02,1,2.2526,1,N,43,142,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,7.816666666666667
2,2017-03-10 14:32:13,2017-03-10 14:38:02,1,2.1238799999999998,1,N,264,264,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12,5.816666666666666
2,2017-03-10 14:32:13,2017-03-10 14:44:13,1,1.62509,1,N,236,262,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,12.0
2,2017-03-10 14:32:14,2017-03-10 14:47:27,1,2.46177,1,N,237,230,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3,15.216666666666667
1,2017-03-10 14:32:15,2017-03-10 14:37:00,1,0.8045,1,N,142,142,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25,4.75
1,2017-03-10 14:32:15,2017-03-10 14:38:13,1,1.609,1,N,237,237,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,5.966666666666668
1,2017-03-10 14:32:15,2017-03-10 14:44:49,2,3.0571,1,N,143,100,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,12.566666666666665
2,2017-03-10 14:32:15,2017-03-10 14:56:12,6,4.038589999999999,1,N,186,161,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8,23.95
2,2017-03-10 14:32:15,2017-03-10 14:43:25,1,3.04101,1,N,162,137,1,9.5,0.0,0.5,2.58,0.0,0.3,12.88,11.166666666666664
2,2017-03-10 14:32:15,2017-03-10 14:47:00,1,6.725619999999998,1,N,113,87,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56,14.75
1,2017-03-10 14:32:16,2017-03-10 14:55:49,2,4.0225,1,N,107,43,1,15.5,0.0,0.5,3.0,0.0,0.3,19.3,23.55
1,2017-03-10 14:32:16,2017-03-10 14:38:24,1,0.8045,1,N,263,262,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,6.133333333333334
1,2017-03-10 14:32:16,2017-03-10 14:35:03,1,0.4827,1,N,239,142,1,3.5,0.0,0.5,1.25,0.0,0.3,5.55,2.783333333333333
1,2017-03-10 14:32:17,2017-03-10 14:39:50,1,1.1263,1,N,113,107,1,6.5,0.0,0.5,0.0,0.0,0.3,7.3,7.55
1,2017-03-10 14:32:17,2017-03-10 14:44:47,1,2.7353,1,N,161,236,3,10.0,0.0,0.5,0.0,0.0,0.3,10.8,12.5
1,2017-03-10 14:32:17,2017-03-10 14:38:01,1,1.7699,1,N,234,79,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,5.7333333333333325
2,2017-03-10 14:32:17,2017-03-10 14:33:38,5,0.35398,1,N,230,164,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,1.35
1,2017-03-10 14:32:18,2017-03-10 14:51:02,1,5.6315,1,N,163,79,1,14.5,0.0,0.5,3.05,0.0,0.3,18.35,18.733333333333334
1,2017-03-10 14:32:18,2017-03-10 14:41:25,1,2.7353,1,N,41,238,1,8.5,0.0,0.5,1.4,0.0,0.3,10.7,9.116666666666667
1,2017-03-10 14:32:18,2017-03-10 14:42:46,1,1.609,1,N,186,230,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,10.466666666666667
1,2017-03-10 14:32:18,2017-03-10 14:52:46,1,2.7353,1,N,237,100,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8,20.466666666666665
2,2017-03-10 14:32:18,2017-03-10 14:44:57,2,2.5583099999999996,1,N,141,262,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,12.65
2,2017-03-10 14:32:18,2017-03-10 15:17:55,2,31.0537,2,N,262,132,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,45.61666666666667
1,2017-03-10 14:32:19,2017-03-10 14:35:11,3,0.32180000000000003,1,N,48,230,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,2.8666666666666667
2,2017-03-10 14:32:19,2017-03-10 14:35:39,1,1.31938,1,N,90,249,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,3.333333333333333
2,2017-03-10 14:32:19,2017-03-10 14:48:33,1,3.18582,1,N,43,164,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,16.233333333333334
2,2017-03-10 14:32:19,2017-03-10 14:36:47,3,1.65727,1,N,125,231,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,4.466666666666667
1,2017-03-10 14:32:20,2017-03-10 14:55:46,1,2.5744,1,N,162,246,2,14.5,0.0,0.5,0.0,0.0,0.3,15.3,23.43333333333333
1,2017-03-10 14:32:20,2017-03-10 14:35:19,1,1.4481,1,N,148,79,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,2.9833333333333334
1,2017-03-10 14:32:20,2017-03-10 14:39:56,1,1.1263,1,N,233,164,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,7.6
2,2017-03-10 14:32:20,2017-03-10 14:35:06,1,0.90104,1,N,141,236,1,4.0,0.0,0.5,0.48,0.0,0.3,5.28,2.7666666666666666
2,2017-03-10 14:32:20,2017-03-10 14:43:40,6,1.9308,1,N,230,164,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,11.333333333333336
2,2017-03-10 14:32:20,2017-03-10 14:50:31,2,5.0361699999999985,1,N,87,100,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76,18.183333333333334
2,2017-03-10 14:32:20,2017-03-10 14:39:54,1,2.2204200000000003,1,N,140,236,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,7.566666666666666
2,2017-03-10 14:32:20,2017-03-10 14:48:23,5,4.2316699999999985,1,N,100,211,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36,16.05
2,2017-03-10 14:32:20,2017-03-10 14:39:48,6,2.99274,1,N,164,249,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,7.466666666666668
2,2017-03-10 14:32:20,2017-03-10 14:43:33,1,2.65485,1,N,239,75,1,9.0,0.0,0.5,0.0,0.0,0.3,9.8,11.216666666666667
2,2017-03-10 14:32:20,2017-03-10 14:40:45,1,1.91471,1,N,236,238,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,8.416666666666668
1,2017-03-10 14:32:21,2017-03-10 14:41:56,1,3.218,1,N,229,262,1,9.0,0.0,0.5,0.98,0.0,0.3,10.78,9.583333333333334
2,2017-03-10 14:32:21,2017-03-10 15:03:03,2,7.868009999999999,1,N,211,239,1,21.5,0.0,0.5,4.46,0.0,0.3,26.76,30.700000000000006
2,2017-03-10 14:32:21,2017-03-10 14:44:49,1,4.312119999999999,1,N,163,263,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75,12.466666666666667
1,2017-03-10 14:32:22,2017-03-10 15:11:06,3,20.1125,1,N,138,132,1,37.5,0.0,0.5,7.65,0.0,0.3,45.95,38.73333333333333
2,2017-03-10 14:32:22,2017-03-10 14:34:31,2,0.5631499999999999,1,N,144,231,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16,2.15
2,2017-03-10 14:32:22,2017-03-10 14:55:54,2,5.27752,1,N,151,237,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8,23.53333333333333
2,2017-03-10 14:32:22,2017-03-10 14:40:03,1,1.81817,1,N,234,233,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,7.6833333333333345
1,2017-03-10 14:32:23,2017-03-10 14:40:23,1,2.0917,1,N,229,263,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3,8.000000000000002
1,2017-03-10 14:32:23,2017-03-10 14:44:26,1,2.7353,1,N,237,142,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,12.05
1,2017-03-10 14:32:23,2017-03-10 14:52:48,1,4.1834,1,N,90,141,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8,20.416666666666668
1,2017-03-10 14:32:23,2017-03-10 14:45:55,1,2.0917,1,N,262,237,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,13.533333333333333
1,2017-03-10 14:32:23,2017-03-10 14:43:30,1,2.8962,1,N,162,141,1,9.5,0.0,0.5,2.0,0.0,0.3,12.3,11.116666666666667
2,2017-03-10 14:32:23,2017-03-10 14:47:59,1,4.87527,1,N,125,33,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3,15.6
2,2017-03-10 14:32:23,2017-03-10 15:02:45,1,6.870429999999999,1,N,88,186,1,21.0,0.0,0.5,4.36,0.0,0.3,26.16,30.36666666666667
2,2017-03-10 14:32:23,2017-03-10 14:51:23,1,6.452089999999999,1,N,236,137,1,16.5,0.0,0.5,2.0,0.0,0.3,19.3,19.0
1,2017-03-10 14:32:24,2017-03-10 14:45:59,2,2.8962,1,N,107,186,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,13.583333333333336
1,2017-03-10 14:32:24,2017-03-10 14:46:10,1,1.609,1,N,186,230,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,13.766666666666667
1,2017-03-10 14:32:24,2017-03-10 14:48:02,1,3.218,1,N,239,237,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,15.633333333333335
1,2017-03-10 14:32:24,2017-03-10 14:45:41,3,3.218,1,N,230,140,1,10.5,0.0,0.5,1.7,0.0,0.3,13.0,13.283333333333333
1,2017-03-10 14:32:24,2017-03-10 14:34:34,1,0.8045,1,N,151,166,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,2.1666666666666665
2,2017-03-10 14:32:25,2017-03-10 14:55:16,1,4.827,1,N,142,262,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8,22.85
1,2017-03-10 14:32:26,2017-03-10 14:35:32,1,0.8045,1,N,231,231,1,4.0,0.0,0.5,0.95,0.0,0.3,5.75,3.1
1,2017-03-10 14:32:27,2017-03-10 14:40:26,1,2.2526,1,N,264,264,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,7.983333333333333
1,2017-03-10 14:32:27,2017-03-10 14:38:56,1,2.5744,1,N,231,113,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8,6.4833333333333325
2,2017-03-10 14:32:27,2017-03-10 14:36:21,5,0.93322,1,N,186,234,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,3.9
1,2017-03-10 14:32:28,2017-03-10 14:48:21,1,2.7353,1,N,234,161,1,11.0,0.0,0.5,2.35,0.0,0.3,14.15,15.883333333333335
1,2017-03-10 14:32:28,2017-03-10 14:43:09,1,0.9654,1,N,161,162,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,10.683333333333334
2,2017-03-10 14:32:28,2017-03-10 14:46:43,1,2.65485,1,N,234,246,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,14.25
2,2017-03-10 14:32:28,2017-03-10 14:41:42,1,2.60658,1,N,238,142,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,9.233333333333333
2,2017-03-10 14:32:28,2017-03-10 14:39:05,6,1.83426,1,N,237,236,1,6.5,0.0,0.5,1.5,0.0,0.3,8.8,6.616666666666666
1,2017-03-10 14:32:29,2017-03-10 14:38:51,1,0.9654,1,N,230,186,1,5.5,0.0,0.5,0.7,0.0,0.3,7.0,6.366666666666666
1,2017-03-10 14:32:29,2017-03-10 14:37:14,1,0.9654,1,N,263,237,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8,4.75
1,2017-03-10 14:32:29,2017-03-10 14:39:41,2,1.1263,1,N,107,137,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15,7.2
2,2017-03-10 14:32:29,2017-03-10 15:27:42,1,34.85094,2,N,132,239,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,55.21666666666667
2,2017-03-10 14:32:29,2017-03-10 14:47:47,1,4.79482,1,N,142,166,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,15.300000000000002
2,2017-03-10 14:32:29,2017-03-10 14:51:59,1,1.30329,1,N,162,230,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3,19.5
2,2017-03-10 14:32:29,2017-03-10 14:45:18,5,3.218,1,N,162,239,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,12.816666666666665
2,2017-03-10 14:32:29,2017-03-10 14:42:35,2,2.94447,1,N,229,107,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,10.1
1,2017-03-10 14:32:30,2017-03-10 14:45:37,1,3.7007,1,N,162,262,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3,13.116666666666667
1,2017-03-10 14:32:30,2017-03-10 14:37:07,1,0.9654,1,N,239,239,1,5.0,0.0,0.5,0.0,0.0,0.3,5.8,4.616666666666666
2,2017-03-10 14:32:30,2017-03-10 14:37:37,1,0.9654,1,N,140,237,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,5.116666666666666
2,2017-03-10 14:32:30,2017-03-10 14:43:11,1,2.91229,1,N,48,239,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,10.683333333333334
2,2017-03-10 14:32:30,2017-03-10 14:45:49,5,2.10779,1,N,186,161,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,13.316666666666665
2,2017-03-10 14:32:31,2017-03-10 14:37:53,1,1.3354700000000002,1,N,236,263,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,5.366666666666666
2,2017-03-10 14:32:31,2017-03-10 15:13:24,2,24.97168,1,N,264,264,1,45.0,0.0,0.5,9.16,0.0,0.3,54.96,40.88333333333333
2,2017-03-10 14:32:31,2017-03-10 14:42:19,1,3.42717,1,N,137,141,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,9.8
2,2017-03-10 14:32:31,2017-03-10 14:39:01,1,1.5124600000000001,1,N,48,163,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,6.5
2,2017-03-10 14:32:31,2017-03-10 14:42:20,2,2.05952,1,N,262,263,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,9.816666666666666
1,2017-03-10 14:32:32,2017-03-10 14:48:20,1,3.0571,1,N,263,237,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35,15.800000000000002
2,2017-03-10 14:32:32,2017-03-10 14:36:23,2,1.1745700000000001,1,N,68,249,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,3.850000000000001
2,2017-03-10 14:32:32,2017-03-10 14:52:37,1,4.312119999999999,1,N,43,186,2,14.5,0.0,0.5,0.0,0.0,0.3,15.3,20.08333333333333
1,2017-03-10 14:32:33,2017-03-10 14:58:15,1,5.6315,1,N,68,238,1,18.0,0.0,0.5,3.75,0.0,0.3,22.55,25.7
1,2017-03-10 14:32:33,2017-03-10 14:48:03,1,3.7007,1,N,246,211,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,15.500000000000002
1,2017-03-10 14:32:33,2017-03-10 14:41:21,1,2.2526,1,N,236,239,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55,8.8
2,2017-03-10 14:32:33,2017-03-10 14:40:22,1,2.2526,1,N,237,142,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,7.816666666666667
2,2017-03-10 14:32:33,2017-03-10 14:49:19,1,4.21558,1,N,151,141,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8,16.76666666666667
1,2017-03-10 14:32:34,2017-03-10 14:39:19,1,1.7699,1,N,163,164,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,6.75
1,2017-03-10 14:32:34,2017-03-10 14:45:56,1,2.4135,1,N,237,263,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,13.366666666666667
2,2017-03-10 14:32:34,2017-03-10 14:40:22,1,2.51004,1,N,238,142,1,8.0,0.0,0.5,0.0,0.0,0.3,8.8,7.800000000000002
1,2017-03-10 14:32:35,2017-03-10 14:40:20,1,1.2872,1,N,264,264,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,7.750000000000001
1,2017-03-10 14:32:35,2017-03-10 14:34:30,1,0.4827,1,N,140,141,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,1.916666666666667
1,2017-03-10 14:32:35,2017-03-10 14:49:02,1,7.0796,1,N,230,166,2,16.5,0.0,0.5,0.0,0.0,0.3,17.3,16.450000000000006
2,2017-03-10 14:32:35,2017-03-10 14:45:27,1,1.86644,1,N,236,262,1,9.0,0.0,0.5,0.75,0.0,0.3,10.55,12.866666666666667
2,2017-03-10 14:32:35,2017-03-10 14:45:42,2,8.656419999999999,1,N,13,107,1,17.5,0.0,0.5,3.66,0.0,0.3,21.96,13.116666666666667
2,2017-03-10 14:32:35,2017-03-10 14:41:01,1,1.9468900000000002,1,N,113,211,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,8.433333333333334
2,2017-03-10 14:32:35,2017-03-10 14:58:25,1,6.725619999999998,1,N,141,166,1,19.0,0.0,0.5,2.5,0.0,0.3,22.3,25.83333333333333
1,2017-03-10 14:32:36,2017-03-10 14:47:27,1,3.218,1,N,236,239,1,11.5,0.0,0.5,2.45,0.0,0.3,14.75,14.85
